FromWSN,HA_group,alignment,distance1,distance2,model_pair,seq_id,clean_model
no,HA7_HA14,HA_greater_0,7.6236700000000015,7.919329999999999,ExpCM/YNGKP_M0,cds_ANC28237_A/duck/Zhejiang/S4235/2011_2011/11/19_HA_HA_7_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,ExpCM/M0
no,HA5_HA7,HA_greater_0,11.69761,10.26869,ExpCM/YNGKP_M0,cds_ANC28237_A/duck/Zhejiang/S4235/2011_2011/11/19_HA_HA_7_cds_BAM22637_A/muscovy_duck/Vietnam/OIE-0043/2012_2012/02/18_HA_HA_5,ExpCM/M0
no,HA7_HA9,HA_greater_0,11.20888,10.218610000000002,ExpCM/YNGKP_M0,cds_ANC28237_A/duck/Zhejiang/S4235/2011_2011/11/19_HA_HA_7_cds_BAS21898_A/environment/Vietnam/HU1-1424/2014_2014/09/_HA_HA_9,ExpCM/M0
no,HA3_HA7,HA_greater_0,8.480929999999999,8.345329999999999,ExpCM/YNGKP_M0,cds_ANC28237_A/duck/Zhejiang/S4235/2011_2011/11/19_HA_HA_7_cds_BAV13645_A/Ishikawa/DS-217/2015_2015/01/05_HA_HA_3,ExpCM/M0
no,HA3_HA7,HA_greater_0,8.04802,7.936940000000001,ExpCM/YNGKP_M0,cds_ANC28237_A/duck/Zhejiang/S4235/2011_2011/11/19_HA_HA_7_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_0,1.7585799999999998,1.71738,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.70262,10.6068,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13,ExpCM/M0
no,HA3_HA16,HA_greater_0,12.0955,10.85123,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.73523,10.63988,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.733830000000001,10.62694,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.73499,10.63975,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13,ExpCM/M0
no,HA3_HA16,HA_greater_0,12.091460000000001,10.82431,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_APC32444_A/black-headed_gull/Netherlands/35/2009_2009/07/09_HA_HA_16,ExpCM/M0
no,HA3_HA16,HA_greater_0,12.11105,10.85233,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_APY16754_A/glaucous-winged_gull/Southcentral_Alaska/13MB02582/2013_2013/08/30_HA_HA_16,ExpCM/M0
no,HA3_HA3,HA_greater_0,0.047810000000000005,0.04372,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_AQI25253_A/Mississippi/02/2017_2017/01/12_HA_HA_3,ExpCM/M0
no,HA3_HA14,HA_greater_0,5.32613,5.37995,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_AQY18292_A/blue-winged_teal/Guatemala/CIP049H113-07/2013_2013/01/10_HA_HA_14,ExpCM/M0
no,HA3_HA14,HA_greater_0,5.322679999999999,5.37669,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_AQY18302_A/blue-winged_teal/Guatemala/CIP049H110-31/2012_2012/11/29_HA_HA_14,ExpCM/M0
no,HA3_HA14,HA_greater_0,5.34617,5.3664900000000015,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,ExpCM/M0
no,HA3_HA5,HA_greater_0,12.67729,10.873350000000002,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_BAM22637_A/muscovy_duck/Vietnam/OIE-0043/2012_2012/02/18_HA_HA_5,ExpCM/M0
no,HA3_HA9,HA_greater_0,12.18856,10.823269999999999,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_BAS21898_A/environment/Vietnam/HU1-1424/2014_2014/09/_HA_HA_9,ExpCM/M0
no,HA3_HA3,HA_greater_0,0.12005,0.10315,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_BAV13645_A/Ishikawa/DS-217/2015_2015/01/05_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_0,0.59754,0.562,ExpCM/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.59976,10.44404,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13,ExpCM/M0
no,HA3_HA16,HA_greater_0,11.99264,10.688470000000002,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.63237,10.47712,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.63097,10.46418,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.63213,10.476989999999999,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13,ExpCM/M0
no,HA3_HA16,HA_greater_0,11.9886,10.661550000000002,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_APC32444_A/black-headed_gull/Netherlands/35/2009_2009/07/09_HA_HA_16,ExpCM/M0
no,HA3_HA16,HA_greater_0,12.008189999999999,10.689570000000002,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_APY16754_A/glaucous-winged_gull/Southcentral_Alaska/13MB02582/2013_2013/08/30_HA_HA_16,ExpCM/M0
no,HA3_HA3,HA_greater_0,1.7845900000000001,1.7411,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_AQI25253_A/Mississippi/02/2017_2017/01/12_HA_HA_3,ExpCM/M0
no,HA3_HA14,HA_greater_0,5.2232699999999985,5.21719,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_AQY18292_A/blue-winged_teal/Guatemala/CIP049H113-07/2013_2013/01/10_HA_HA_14,ExpCM/M0
no,HA3_HA14,HA_greater_0,5.21982,5.21393,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_AQY18302_A/blue-winged_teal/Guatemala/CIP049H110-31/2012_2012/11/29_HA_HA_14,ExpCM/M0
no,HA3_HA14,HA_greater_0,5.243309999999999,5.20373,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,ExpCM/M0
no,HA3_HA5,HA_greater_0,12.57443,10.710590000000003,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_BAM22637_A/muscovy_duck/Vietnam/OIE-0043/2012_2012/02/18_HA_HA_5,ExpCM/M0
no,HA3_HA9,HA_greater_0,12.0857,10.660510000000002,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_BAS21898_A/environment/Vietnam/HU1-1424/2014_2014/09/_HA_HA_9,ExpCM/M0
no,HA3_HA3,HA_greater_0,1.6958099999999998,1.6603299999999999,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_BAV13645_A/Ishikawa/DS-217/2015_2015/01/05_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_0,1.2629,1.25194,ExpCM/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,ExpCM/M0
no,HA13_HA16,HA_greater_0,2.2215,2.24475,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16,ExpCM/M0
no,HA13_HA13,HA_greater_0,0.07827,0.07252,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13,ExpCM/M0
no,HA13_HA13,HA_greater_0,0.34125,0.3224,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13,ExpCM/M0
no,HA13_HA13,HA_greater_0,0.07803,0.07239,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13,ExpCM/M0
no,HA13_HA16,HA_greater_0,2.21746,2.2178299999999997,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_APC32444_A/black-headed_gull/Netherlands/35/2009_2009/07/09_HA_HA_16,ExpCM/M0
no,HA13_HA16,HA_greater_0,2.23705,2.2458500000000003,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_APY16754_A/glaucous-winged_gull/Southcentral_Alaska/13MB02582/2013_2013/08/30_HA_HA_16,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.72863,10.630519999999999,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_AQI25253_A/Mississippi/02/2017_2017/01/12_HA_HA_3,ExpCM/M0
no,HA13_HA14,HA_greater_0,10.76255,10.13721,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_AQY18292_A/blue-winged_teal/Guatemala/CIP049H113-07/2013_2013/01/10_HA_HA_14,ExpCM/M0
no,HA13_HA14,HA_greater_0,10.7591,10.13395,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_AQY18302_A/blue-winged_teal/Guatemala/CIP049H110-31/2012_2012/11/29_HA_HA_14,ExpCM/M0
no,HA13_HA14,HA_greater_0,10.78259,10.12375,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,ExpCM/M0
no,HA5_HA13,HA_greater_0,8.834890000000003,7.687129999999999,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_BAM22637_A/muscovy_duck/Vietnam/OIE-0043/2012_2012/02/18_HA_HA_5,ExpCM/M0
no,HA9_HA13,HA_greater_0,8.346160000000001,7.637049999999999,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_BAS21898_A/environment/Vietnam/HU1-1424/2014_2014/09/_HA_HA_9,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.63985,10.54975,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_BAV13645_A/Ishikawa/DS-217/2015_2015/01/05_HA_HA_3,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.20694,10.14136,ExpCM/YNGKP_M0,cds_APC31384_A/black-headed_gull/Netherlands/9/2008_2008/06/28_HA_HA_13_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,ExpCM/M0
no,HA13_HA16,HA_greater_0,2.25411,2.27783,ExpCM/YNGKP_M0,cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16_cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13,ExpCM/M0
no,HA13_HA16,HA_greater_0,2.25271,2.2648900000000003,ExpCM/YNGKP_M0,cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16_cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13,ExpCM/M0
no,HA13_HA16,HA_greater_0,2.25387,2.2777000000000003,ExpCM/YNGKP_M0,cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16_cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13,ExpCM/M0
no,HA16_HA16,HA_greater_0,1.03388,1.0254,ExpCM/YNGKP_M0,cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16_cds_APC32444_A/black-headed_gull/Netherlands/35/2009_2009/07/09_HA_HA_16,ExpCM/M0
no,HA16_HA16,HA_greater_0,0.30359,0.28124000000000005,ExpCM/YNGKP_M0,cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16_cds_APY16754_A/glaucous-winged_gull/Southcentral_Alaska/13MB02582/2013_2013/08/30_HA_HA_16,ExpCM/M0
no,HA3_HA16,HA_greater_0,12.12151,10.874950000000002,ExpCM/YNGKP_M0,cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16_cds_AQI25253_A/Mississippi/02/2017_2017/01/12_HA_HA_3,ExpCM/M0
no,HA14_HA16,HA_greater_0,11.15543,10.381639999999999,ExpCM/YNGKP_M0,cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16_cds_AQY18292_A/blue-winged_teal/Guatemala/CIP049H113-07/2013_2013/01/10_HA_HA_14,ExpCM/M0
no,HA14_HA16,HA_greater_0,11.151980000000002,10.37838,ExpCM/YNGKP_M0,cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16_cds_AQY18302_A/blue-winged_teal/Guatemala/CIP049H110-31/2012_2012/11/29_HA_HA_14,ExpCM/M0
no,HA14_HA16,HA_greater_0,11.175469999999999,10.368180000000002,ExpCM/YNGKP_M0,cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,ExpCM/M0
no,HA5_HA16,HA_greater_0,9.22777,7.931559999999998,ExpCM/YNGKP_M0,cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16_cds_BAM22637_A/muscovy_duck/Vietnam/OIE-0043/2012_2012/02/18_HA_HA_5,ExpCM/M0
no,HA9_HA16,HA_greater_0,8.73904,7.881480000000001,ExpCM/YNGKP_M0,cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16_cds_BAS21898_A/environment/Vietnam/HU1-1424/2014_2014/09/_HA_HA_9,ExpCM/M0
no,HA3_HA16,HA_greater_0,12.03273,10.79418,ExpCM/YNGKP_M0,cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16_cds_BAV13645_A/Ishikawa/DS-217/2015_2015/01/05_HA_HA_3,ExpCM/M0
no,HA3_HA16,HA_greater_0,11.59982,10.38579,ExpCM/YNGKP_M0,cds_APC31825_A/black-headed_gull/Netherlands/9/2010_2010/07/21_HA_HA_16_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,ExpCM/M0
no,HA13_HA13,HA_greater_0,0.37385999999999997,0.35548,ExpCM/YNGKP_M0,cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13_cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13,ExpCM/M0
no,HA13_HA13,HA_greater_0,0.011059999999999999,0.010209999999999999,ExpCM/YNGKP_M0,cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13_cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13,ExpCM/M0
no,HA13_HA16,HA_greater_0,2.25007,2.2509099999999997,ExpCM/YNGKP_M0,cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13_cds_APC32444_A/black-headed_gull/Netherlands/35/2009_2009/07/09_HA_HA_16,ExpCM/M0
no,HA13_HA16,HA_greater_0,2.26966,2.2789300000000003,ExpCM/YNGKP_M0,cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13_cds_APY16754_A/glaucous-winged_gull/Southcentral_Alaska/13MB02582/2013_2013/08/30_HA_HA_16,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.76124,10.6636,ExpCM/YNGKP_M0,cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13_cds_AQI25253_A/Mississippi/02/2017_2017/01/12_HA_HA_3,ExpCM/M0
no,HA13_HA14,HA_greater_0,10.795160000000001,10.17029,ExpCM/YNGKP_M0,cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13_cds_AQY18292_A/blue-winged_teal/Guatemala/CIP049H113-07/2013_2013/01/10_HA_HA_14,ExpCM/M0
no,HA13_HA14,HA_greater_0,10.79171,10.16703,ExpCM/YNGKP_M0,cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13_cds_AQY18302_A/blue-winged_teal/Guatemala/CIP049H110-31/2012_2012/11/29_HA_HA_14,ExpCM/M0
no,HA13_HA14,HA_greater_0,10.8152,10.15683,ExpCM/YNGKP_M0,cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,ExpCM/M0
no,HA5_HA13,HA_greater_0,8.867500000000003,7.720209999999999,ExpCM/YNGKP_M0,cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13_cds_BAM22637_A/muscovy_duck/Vietnam/OIE-0043/2012_2012/02/18_HA_HA_5,ExpCM/M0
no,HA9_HA13,HA_greater_0,8.37877,7.670129999999999,ExpCM/YNGKP_M0,cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13_cds_BAS21898_A/environment/Vietnam/HU1-1424/2014_2014/09/_HA_HA_9,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.672460000000001,10.58283,ExpCM/YNGKP_M0,cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13_cds_BAV13645_A/Ishikawa/DS-217/2015_2015/01/05_HA_HA_3,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.23955,10.174439999999999,ExpCM/YNGKP_M0,cds_APC32199_A/black-headed_gull/Netherlands/99/2012_2012/07/17_HA_HA_13_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,ExpCM/M0
no,HA13_HA13,HA_greater_0,0.37362,0.35535,ExpCM/YNGKP_M0,cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13_cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13,ExpCM/M0
no,HA13_HA16,HA_greater_0,2.24867,2.23797,ExpCM/YNGKP_M0,cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13_cds_APC32444_A/black-headed_gull/Netherlands/35/2009_2009/07/09_HA_HA_16,ExpCM/M0
no,HA13_HA16,HA_greater_0,2.26826,2.26599,ExpCM/YNGKP_M0,cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13_cds_APY16754_A/glaucous-winged_gull/Southcentral_Alaska/13MB02582/2013_2013/08/30_HA_HA_16,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.759839999999999,10.65066,ExpCM/YNGKP_M0,cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13_cds_AQI25253_A/Mississippi/02/2017_2017/01/12_HA_HA_3,ExpCM/M0
no,HA13_HA14,HA_greater_0,10.79376,10.15735,ExpCM/YNGKP_M0,cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13_cds_AQY18292_A/blue-winged_teal/Guatemala/CIP049H113-07/2013_2013/01/10_HA_HA_14,ExpCM/M0
no,HA13_HA14,HA_greater_0,10.79031,10.15409,ExpCM/YNGKP_M0,cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13_cds_AQY18302_A/blue-winged_teal/Guatemala/CIP049H110-31/2012_2012/11/29_HA_HA_14,ExpCM/M0
no,HA13_HA14,HA_greater_0,10.8138,10.143889999999999,ExpCM/YNGKP_M0,cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,ExpCM/M0
no,HA5_HA13,HA_greater_0,8.866100000000003,7.7072699999999985,ExpCM/YNGKP_M0,cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13_cds_BAM22637_A/muscovy_duck/Vietnam/OIE-0043/2012_2012/02/18_HA_HA_5,ExpCM/M0
no,HA9_HA13,HA_greater_0,8.377369999999999,7.657189999999999,ExpCM/YNGKP_M0,cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13_cds_BAS21898_A/environment/Vietnam/HU1-1424/2014_2014/09/_HA_HA_9,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.67106,10.56989,ExpCM/YNGKP_M0,cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13_cds_BAV13645_A/Ishikawa/DS-217/2015_2015/01/05_HA_HA_3,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.23815,10.1615,ExpCM/YNGKP_M0,cds_APC32287_A/black-headed_gull/Netherlands/6/2014_2014/07/09_HA_HA_13_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,ExpCM/M0
no,HA13_HA16,HA_greater_0,2.24983,2.25078,ExpCM/YNGKP_M0,cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13_cds_APC32444_A/black-headed_gull/Netherlands/35/2009_2009/07/09_HA_HA_16,ExpCM/M0
no,HA13_HA16,HA_greater_0,2.26942,2.2788000000000004,ExpCM/YNGKP_M0,cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13_cds_APY16754_A/glaucous-winged_gull/Southcentral_Alaska/13MB02582/2013_2013/08/30_HA_HA_16,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.761,10.66347,ExpCM/YNGKP_M0,cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13_cds_AQI25253_A/Mississippi/02/2017_2017/01/12_HA_HA_3,ExpCM/M0
no,HA13_HA14,HA_greater_0,10.79492,10.17016,ExpCM/YNGKP_M0,cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13_cds_AQY18292_A/blue-winged_teal/Guatemala/CIP049H113-07/2013_2013/01/10_HA_HA_14,ExpCM/M0
no,HA13_HA14,HA_greater_0,10.79147,10.1669,ExpCM/YNGKP_M0,cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13_cds_AQY18302_A/blue-winged_teal/Guatemala/CIP049H110-31/2012_2012/11/29_HA_HA_14,ExpCM/M0
no,HA13_HA14,HA_greater_0,10.814960000000001,10.1567,ExpCM/YNGKP_M0,cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,ExpCM/M0
no,HA5_HA13,HA_greater_0,8.86726,7.7200799999999985,ExpCM/YNGKP_M0,cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13_cds_BAM22637_A/muscovy_duck/Vietnam/OIE-0043/2012_2012/02/18_HA_HA_5,ExpCM/M0
no,HA9_HA13,HA_greater_0,8.37853,7.67,ExpCM/YNGKP_M0,cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13_cds_BAS21898_A/environment/Vietnam/HU1-1424/2014_2014/09/_HA_HA_9,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.67222,10.5827,ExpCM/YNGKP_M0,cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13_cds_BAV13645_A/Ishikawa/DS-217/2015_2015/01/05_HA_HA_3,ExpCM/M0
no,HA3_HA13,HA_greater_0,11.239310000000001,10.17431,ExpCM/YNGKP_M0,cds_APC32382_A/black-headed_gull/Netherlands/87/2012_2012/07/17_HA_HA_13_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,ExpCM/M0
no,HA16_HA16,HA_greater_0,1.0494299999999999,1.0265,ExpCM/YNGKP_M0,cds_APC32444_A/black-headed_gull/Netherlands/35/2009_2009/07/09_HA_HA_16_cds_APY16754_A/glaucous-winged_gull/Southcentral_Alaska/13MB02582/2013_2013/08/30_HA_HA_16,ExpCM/M0
no,HA3_HA16,HA_greater_0,12.117469999999999,10.84803,ExpCM/YNGKP_M0,cds_APC32444_A/black-headed_gull/Netherlands/35/2009_2009/07/09_HA_HA_16_cds_AQI25253_A/Mississippi/02/2017_2017/01/12_HA_HA_3,ExpCM/M0
no,HA14_HA16,HA_greater_0,11.15139,10.35472,ExpCM/YNGKP_M0,cds_APC32444_A/black-headed_gull/Netherlands/35/2009_2009/07/09_HA_HA_16_cds_AQY18292_A/blue-winged_teal/Guatemala/CIP049H113-07/2013_2013/01/10_HA_HA_14,ExpCM/M0
